T1: 1(0.65), 3(0.74), 5(0.83), 7(0.6), 9(0.61), 11(0.93), 13(0.76), 15(0.74), 17(0.8), 19(0.5), 21(0.58), 23(0.58), 25(0.86), 27(0.75), 29(0.85), 31(0.53), 34(0.68), 36(0.7), 38(0.62), 40(0.86), 42(0.65), 44(0.58), 46(0.67), 48(0.74), 50(0.66), 52(0.67), 54(0.89), 56(0.51), 58(0.86), 60(0.88), 62(0.93), 64(0.55), 66(0.78), 68(0.74), 70(0.74), 72(0.91), 74(0.69)
T6129: 2(0.48), 3(0.22), 4(0.77), 8(0.39), 10(0.16), 15(0.43), 16(0.25), 19(0.27), 20(0.38), 21(0.47), 24(0.32), 25(0.18), 27(0.56), 28(0.42), 31(0.28), 32(0.24), 35(0.12), 37(0.43), 39(0.86), 43(0.65), 44(0.31), 47(0.64), 48(0.62), 52(0.81), 53(0.63), 54(0.65), 55(0.59), 56(0.17), 58(0.50), 59(0.14), 62(0.22), 63(0.33), 64(0.40), 65(0.19), 69(0.61), 71(0.43), 72(0.54), 73(0.59), 74(0.62), 75(0.24)
T6130: 1(0.11), 2(0.57), 4(0.54), 6(0.47), 8(0.38), 10(0.54), 13(0.24), 17(0.69), 19(0.29), 21(0.55), 22(0.43), 23(0.80), 26(0.81), 31(0.90), 33(0.37), 34(0.37), 37(0.90), 38(0.19), 41(0.46), 42(0.37), 43(0.49), 45(0.86), 46(0.88), 50(0.84), 58(0.41), 61(0.56), 63(0.35), 65(0.46), 66(0.39), 68(0.25), 70(0.73), 73(0.89), 74(0.33)
T6131: 2(0.56), 3(0.82), 5(0.59), 6(0.83), 7(0.23), 8(0.53), 9(0.69), 11(0.31), 20(0.61), 25(0.62), 27(0.71), 30(0.47), 31(0.74), 36(0.44), 38(0.19), 39(0.32), 45(0.55), 48(0.28), 49(0.45), 50(0.37), 51(0.59), 53(0.75), 58(0.83), 59(0.57), 60(0.26), 62(0.74), 64(0.86), 65(0.84), 66(0.63), 67(0.77), 70(0.30), 74(0.30)
T6132: 2(0.71), 3(0.29), 7(0.13), 9(0.11), 11(0.29), 13(0.45), 15(0.50), 21(0.66), 23(0.80), 25(0.88), 27(0.57), 29(0.68), 31(0.11), 36(0.90), 37(0.80), 39(0.23), 40(0.10), 41(0.70), 42(0.41), 43(0.14), 45(0.50), 46(0.33), 52(0.27), 55(0.65), 56(0.58), 57(0.31), 62(0.64), 64(0.38), 65(0.58), 66(0.41), 68(0.90), 70(0.45), 72(0.22), 73(0.28)
T6133: 1(0.21), 2(0.81), 4(0.55), 7(0.75), 8(0.36), 11(0.21), 12(0.38), 16(0.48), 17(0.66), 20(0.54), 21(0.44), 22(0.27), 24(0.16), 26(0.61), 31(0.86), 35(0.73), 36(0.14), 37(0.55), 39(0.34), 40(0.72), 41(0.46), 43(0.43), 44(0.40), 45(0.85), 46(0.27), 47(0.11), 48(0.30), 49(0.46), 50(0.90), 51(0.44), 53(0.48), 54(0.74), 57(0.43), 61(0.74), 66(0.37), 67(0.42), 71(0.71), 72(0.12), 73(0.55), 74(0.66)
T6134: 1(0.71), 3(0.10), 4(0.82), 5(0.75), 6(0.51), 7(0.85), 8(0.16), 9(0.24), 13(0.67), 17(0.35), 19(0.79), 21(0.37), 22(0.70), 23(0.46), 25(0.69), 26(0.21), 27(0.46), 29(0.60), 30(0.13), 31(0.74), 32(0.50), 34(0.29), 41(0.60), 44(0.38), 45(0.29), 46(0.41), 48(0.41), 49(0.22), 60(0.46), 61(0.80), 64(0.31), 72(0.29)
T6135: 1(0.29), 4(0.67), 5(0.49), 8(0.83), 12(0.28), 13(0.17), 14(0.32), 15(0.80), 17(0.59), 19(0.57), 20(0.15), 22(0.33), 24(0.87), 27(0.13), 30(0.63), 32(0.38), 33(0.58), 36(0.88), 37(0.84), 38(0.51), 41(0.36), 45(0.15), 46(0.43), 47(0.59), 49(0.13), 51(0.85), 52(0.19), 55(0.12), 56(0.49), 59(0.73), 62(0.79), 63(0.83), 64(0.59), 65(0.51), 66(0.74), 74(0.58)
T6136: 1(0.29), 2(0.63), 7(0.60), 13(0.31), 16(0.83), 17(0.17), 21(0.84), 22(0.88), 24(0.38), 26(0.56), 29(0.87), 34(0.20), 35(0.70), 38(0.48), 39(0.89), 40(0.79), 41(0.62), 42(0.61), 44(0.32), 47(0.82), 48(0.33), 51(0.31), 53(0.42), 55(0.57), 60(0.11), 63(0.58), 64(0.26), 65(0.89), 69(0.45), 71(0.66), 75(0.51)
T6137: 1(0.39), 4(0.31), 5(0.27), 8(0.86), 9(0.58), 12(0.45), 13(0.65), 17(0.24), 19(0.23), 21(0.10), 26(0.17), 27(0.88), 31(0.22), 32(0.56), 33(0.38), 34(0.56), 36(0.57), 37(0.76), 38(0.40), 44(0.37), 46(0.24), 47(0.38), 48(0.15), 49(0.50), 51(0.76), 52(0.88), 53(0.33), 55(0.19), 56(0.11), 60(0.71), 61(0.45), 62(0.21), 63(0.68), 66(0.89), 68(0.60), 69(0.20), 71(0.79), 73(0.40), 75(0.74)
T6138: 3(0.46), 5(0.20), 7(0.32), 13(0.35), 14(0.69), 15(0.19), 16(0.28), 17(0.35), 18(0.28), 21(0.65), 22(0.10), 24(0.90), 25(0.19), 27(0.51), 29(0.67), 31(0.74), 32(0.66), 33(0.87), 34(0.85), 36(0.73), 39(0.47), 40(0.71), 41(0.87), 44(0.42), 46(0.20), 50(0.17), 54(0.29), 59(0.63), 60(0.34), 62(0.26), 63(0.15), 64(0.71), 67(0.73), 70(0.84), 71(0.20), 74(0.15), 75(0.55)
T6139: 2(0.56), 5(0.30), 6(0.70), 9(0.66), 11(0.73), 14(0.78), 16(0.35), 19(0.30), 20(0.41), 22(0.60), 23(0.57), 25(0.14), 26(0.40), 27(0.89), 29(0.81), 33(0.40), 34(0.66), 35(0.66), 36(0.25), 37(0.38), 39(0.62), 43(0.11), 45(0.73), 46(0.49), 49(0.88), 50(0.74), 53(0.78), 57(0.65), 58(0.85), 61(0.32), 63(0.66), 72(0.70), 73(0.54)
T6140: 1(0.16), 2(0.35), 3(0.14), 4(0.51), 6(0.55), 9(0.58), 10(0.77), 11(0.87), 14(0.38), 17(0.16), 19(0.25), 20(0.71), 21(0.80), 23(0.58), 26(0.58), 28(0.39), 29(0.13), 36(0.58), 37(0.63), 39(0.42), 41(0.39), 43(0.48), 44(0.31), 45(0.71), 46(0.48), 47(0.71), 48(0.54), 50(0.33), 51(0.15), 52(0.64), 56(0.79), 57(0.52), 58(0.85), 59(0.72), 68(0.81), 69(0.83), 74(0.11), 75(0.12)
T6141: 2(0.14), 3(0.35), 7(0.18), 8(0.72), 10(0.23), 11(0.46), 12(0.56), 14(0.84), 16(0.67), 21(0.85), 22(0.62), 23(0.61), 24(0.68), 26(0.68), 27(0.60), 28(0.58), 29(0.11), 31(0.16), 35(0.35), 38(0.69), 41(0.82), 44(0.70), 45(0.63), 46(0.60), 47(0.36), 48(0.14), 53(0.41), 54(0.79), 55(0.45), 57(0.73), 58(0.88), 60(0.18), 63(0.29), 69(0.10), 71(0.75), 75(0.41)
T6142: 3(0.16), 5(0.82), 7(0.23), 9(0.82), 10(0.35), 11(0.35), 13(0.33), 14(0.23), 16(0.71), 17(0.18), 21(0.72), 22(0.38), 24(0.56), 25(0.84), 26(0.21), 27(0.58), 30(0.48), 31(0.79), 34(0.70), 36(0.80), 46(0.11), 47(0.84), 48(0.78), 51(0.80), 54(0.72), 58(0.41), 61(0.61), 62(0.52), 63(0.64), 71(0.62), 74(0.35), 75(0.11)
T6143: 2(0.72), 3(0.78), 4(0.58), 9(0.84), 12(0.29), 13(0.59), 14(0.79), 15(0.64), 17(0.72), 20(0.53), 21(0.22), 22(0.71), 23(0.41), 27(0.57), 33(0.39), 35(0.70), 37(0.54), 39(0.49), 41(0.85), 42(0.40), 44(0.42), 45(0.18), 47(0.73), 48(0.33), 52(0.41), 53(0.61), 54(0.81), 55(0.81), 59(0.10), 60(0.24), 63(0.27), 65(0.77), 67(0.48), 69(0.24), 75(0.19)
T6144: 1(0.87), 2(0.43), 3(0.55), 5(0.45), 7(0.31), 8(0.28), 9(0.81), 10(0.59), 12(0.35), 13(0.52), 14(0.70), 15(0.20), 18(0.72), 24(0.25), 25(0.18), 27(0.25), 30(0.78), 31(0.26), 32(0.52), 33(0.41), 38(0.35), 39(0.46), 42(0.56), 44(0.77), 45(0.37), 49(0.82), 50(0.30), 51(0.12), 57(0.11), 58(0.71), 60(0.29), 62(0.73), 65(0.25), 66(0.48), 68(0.71), 69(0.77), 70(0.77), 71(0.36), 72(0.52)
T6145: 2(0.11), 4(0.16), 5(0.56), 6(0.73), 9(0.41), 12(0.61), 13(0.84), 14(0.57), 17(0.13), 22(0.29), 23(0.46), 24(0.77), 25(0.26), 27(0.43), 31(0.89), 35(0.55), 37(0.73), 38(0.33), 40(0.88), 41(0.57), 43(0.80), 44(0.16), 45(0.32), 46(0.76), 47(0.26), 48(0.76), 49(0.31), 55(0.47), 56(0.46), 57(0.33), 59(0.76), 60(0.79), 63(0.31), 67(0.36), 69(0.27), 70(0.63), 72(0.39), 74(0.82)
T6146: 2(0.48), 3(0.71), 5(0.29), 6(0.47), 7(0.28), 8(0.84), 11(0.12), 13(0.39), 14(0.38), 17(0.37), 19(0.30), 21(0.63), 22(0.71), 24(0.70), 25(0.87), 29(0.49), 32(0.33), 35(0.78), 36(0.51), 39(0.72), 40(0.60), 46(0.86), 47(0.13), 48(0.12), 53(0.81), 55(0.83), 57(0.24), 60(0.87), 61(0.50), 62(0.26), 65(0.50), 69(0.16), 70(0.55), 71(0.52), 72(0.27)
T6147: 1(0.19), 2(0.13), 6(0.56), 11(0.36), 12(0.44), 14(0.76), 16(0.49), 20(0.49), 21(0.71), 22(0.41), 24(0.78), 25(0.12), 26(0.89), 28(0.77), 30(0.36), 31(0.14), 38(0.70), 44(0.85), 47(0.68), 52(0.73), 53(0.31), 55(0.39), 57(0.78), 58(0.21), 59(0.84), 60(0.59), 64(0.42), 66(0.62), 71(0.36), 73(0.12), 75(0.74)
T6148: 3(0.56), 8(0.63), 11(0.33), 13(0.84), 15(0.13), 18(0.34), 19(0.80), 20(0.71), 22(0.64), 24(0.16), 27(0.65), 33(0.82), 36(0.21), 38(0.67), 43(0.89), 44(0.68), 49(0.73), 50(0.54), 51(0.79), 53(0.71), 55(0.50), 56(0.65), 58(0.39), 59(0.66), 61(0.34), 62(0.42), 63(0.66), 64(0.71), 65(0.22), 66(0.17), 67(0.53), 70(0.52), 72(0.20), 73(0.10)
T6149: 2(0.68), 3(0.49), 8(0.75), 9(0.69), 11(0.37), 14(0.22), 15(0.36), 16(0.11), 17(0.54), 24(0.88), 25(0.51), 29(0.17), 30(0.76), 33(0.39), 34(0.60), 39(0.15), 40(0.27), 42(0.79), 43(0.38), 44(0.53), 45(0.50), 46(0.89), 48(0.32), 49(0.81), 50(0.60), 63(0.48), 64(0.41), 67(0.79), 69(0.63), 70(0.32), 72(0.20), 74(0.21)
T6150: 3(0.41), 6(0.24), 7(0.80), 8(0.66), 12(0.39), 14(0.57), 15(0.21), 19(0.85), 20(0.59), 22(0.39), 25(0.20), 26(0.56), 27(0.82), 30(0.14), 32(0.18), 34(0.17), 35(0.56), 37(0.87), 38(0.67), 43(0.12), 44(0.58), 46(0.27), 49(0.29), 51(0.71), 56(0.35), 57(0.19), 65(0.35), 66(0.14), 67(0.56), 70(0.22), 71(0.80), 72(0.45), 73(0.42), 74(0.39), 75(0.41)
T6151: 3(0.38), 5(0.75), 7(0.12), 8(0.17), 9(0.57), 11(0.44), 12(0.66), 13(0.63), 15(0.70), 16(0.54), 17(0.47), 18(0.76), 25(0.85), 27(0.28), 29(0.60), 30(0.68), 34(0.14), 41(0.12), 43(0.63), 44(0.39), 45(0.51), 46(0.85), 50(0.56), 51(0.59), 55(0.35), 58(0.85), 60(0.43), 61(0.49), 62(0.18), 65(0.71), 67(0.39), 75(0.86)
T6152: 3(0.49), 8(0.12), 9(0.80), 11(0.69), 13(0.65), 16(0.50), 18(0.80), 19(0.81), 20(0.83), 23(0.12), 25(0.29), 27(0.37), 28(0.73), 29(0.47), 32(0.87), 33(0.89), 34(0.16), 37(0.76), 41(0.66), 49(0.46), 50(0.80), 54(0.80), 55(0.58), 57(0.52), 58(0.72), 61(0.60), 62(0.20), 63(0.26), 70(0.37), 72(0.62), 73(0.46), 74(0.10)
T6153: 1(0.31), 4(0.31), 6(0.19), 7(0.38), 10(0.77), 12(0.51), 14(0.47), 15(0.40), 16(0.12), 20(0.35), 25(0.74), 26(0.80), 27(0.61), 29(0.71), 30(0.48), 32(0.44), 34(0.61), 41(0.61), 42(0.50), 44(0.12), 45(0.81), 46(0.71), 47(0.82), 51(0.49), 56(0.66), 58(0.77), 59(0.77), 61(0.72), 64(0.34), 65(0.72), 67(0.37), 71(0.28), 72(0.65), 74(0.13), 75(0.19)
T6154: 1(0.34), 2(0.59), 3(0.26), 6(0.58), 8(0.25), 10(0.27), 11(0.56), 12(0.14), 13(0.37), 14(0.81), 20(0.81), 24(0.86), 27(0.87), 29(0.48), 32(0.73), 33(0.82), 36(0.87), 37(0.54), 38(0.57), 39(0.45), 40(0.52), 41(0.16), 47(0.57), 49(0.61), 50(0.16), 51(0.72), 52(0.45), 53(0.38), 58(0.89), 59(0.34), 63(0.80), 65(0.52), 66(0.39), 68(0.57), 69(0.45), 70(0.34), 71(0.39), 74(0.69), 75(0.89)
T6155: 2(0.85), 4(0.89), 6(0.89), 7(0.16), 10(0.50), 11(0.60), 12(0.29), 14(0.81), 15(0.53), 19(0.56), 24(0.63), 25(0.66), 26(0.14), 28(0.13), 29(0.45), 32(0.56), 33(0.34), 36(0.41), 37(0.69), 43(0.19), 44(0.69), 45(0.74), 46(0.52), 47(0.78), 50(0.25), 53(0.40), 55(0.14), 56(0.53), 58(0.22), 59(0.87), 61(0.24), 63(0.77), 66(0.37), 67(0.22), 69(0.37), 70(0.70), 74(0.46)
T6156: 4(0.78), 6(0.19), 9(0.74), 10(0.66), 12(0.52), 13(0.47), 17(0.81), 19(0.11), 21(0.77), 26(0.63), 27(0.60), 32(0.65), 35(0.66), 36(0.27), 40(0.78), 41(0.62), 42(0.83), 47(0.11), 48(0.57), 49(0.12), 50(0.72), 51(0.11), 57(0.82), 58(0.36), 59(0.42), 60(0.14), 63(0.45), 65(0.18), 66(0.47), 67(0.50), 69(0.13), 70(0.85), 74(0.19)
T6157: 3(0.10), 4(0.65), 5(0.80), 7(0.25), 10(0.15), 12(0.79), 18(0.79), 23(0.17), 24(0.20), 25(0.33), 33(0.30), 35(0.58), 37(0.50), 39(0.39), 40(0.67), 41(0.55), 43(0.67), 44(0.85), 45(0.39), 46(0.34), 52(0.81), 53(0.44), 55(0.68), 58(0.31), 64(0.27), 65(0.14), 66(0.68), 68(0.47), 69(0.56), 71(0.26), 73(0.18), 75(0.59)
T6158: 2(0.89), 3(0.51), 4(0.49), 5(0.27), 9(0.16), 14(0.89), 16(0.14), 18(0.53), 19(0.69), 22(0.22), 25(0.31), 26(0.52), 28(0.45), 29(0.57), 30(0.36), 31(0.88), 33(0.58), 34(0.56), 38(0.27), 39(0.19), 41(0.66), 42(0.39), 45(0.44), 46(0.30), 47(0.34), 50(0.87), 53(0.71), 55(0.45), 56(0.52), 57(0.84), 59(0.69), 60(0.71), 63(0.69), 65(0.80), 68(0.55), 71(0.36), 72(0.78), 73(0.14)
T6159: 2(0.86), 3(0.60), 4(0.34), 5(0.40), 6(0.83), 7(0.26), 9(0.21), 11(0.38), 13(0.15), 19(0.42), 20(0.65), 21(0.25), 24(0.57), 25(0.67), 29(0.76), 30(0.82), 31(0.34), 32(0.69), 33(0.12), 39(0.63), 42(0.29), 44(0.44), 46(0.70), 47(0.62), 48(0.34), 49(0.50), 51(0.20), 52(0.64), 53(0.17), 54(0.27), 56(0.55), 57(0.70), 61(0.55), 64(0.81), 65(0.27), 67(0.54), 69(0.34), 71(0.51), 72(0.70), 74(0.55)
T6160: 3(0.40), 5(0.19), 8(0.27), 9(0.30), 11(0.22), 12(0.53), 15(0.60), 17(0.46), 22(0.76), 26(0.35), 28(0.61), 31(0.32), 32(0.29), 34(0.36), 38(0.40), 40(0.19), 41(0.60), 44(0.25), 45(0.12), 46(0.18), 50(0.74), 52(0.34), 54(0.31), 56(0.55), 60(0.17), 62(0.41), 63(0.53), 65(0.64), 67(0.12), 69(0.56), 70(0.23), 72(0.40), 73(0.42)
T6161: 4(0.87), 5(0.75), 7(0.40), 8(0.13), 9(0.66), 13(0.47), 16(0.79), 17(0.45), 18(0.68), 20(0.15), 21(0.76), 24(0.65), 26(0.30), 27(0.23), 28(0.38), 29(0.85), 30(0.86), 31(0.54), 33(0.15), 36(0.12), 38(0.11), 39(0.38), 40(0.62), 41(0.22), 42(0.22), 43(0.14), 44(0.73), 47(0.24), 48(0.22), 49(0.13), 55(0.26), 56(0.66), 57(0.71), 60(0.68), 62(0.19), 66(0.32), 67(0.66), 68(0.17), 75(0.64)
T6162: 1(0.63), 3(0.73), 4(0.79), 6(0.39), 14(0.67), 15(0.58), 18(0.35), 24(0.84), 26(0.13), 27(0.28), 28(0.65), 32(0.27), 33(0.88), 37(0.80), 39(0.48), 41(0.49), 43(0.48), 44(0.14), 47(0.15), 51(0.47), 52(0.27), 57(0.66), 58(0.65), 59(0.75), 61(0.50), 62(0.58), 64(0.69), 65(0.28), 66(0.70), 68(0.75), 70(0.85), 72(0.82), 73(0.34), 74(0.50)
T6163: 1(0.28), 2(0.13), 3(0.41), 4(0.77), 14(0.87), 16(0.45), 24(0.50), 28(0.58), 29(0.23), 33(0.50), 34(0.26), 35(0.59), 36(0.43), 40(0.88), 42(0.76), 43(0.85), 45(0.55), 46(0.84), 48(0.73), 49(0.66), 50(0.41), 51(0.69), 52(0.59), 55(0.75), 57(0.73), 59(0.63), 61(0.58), 64(0.16), 65(0.21), 69(0.11), 72(0.85), 73(0.56)
T6164: 1(0.77), 2(0.49), 4(0.40), 6(0.33), 9(0.74), 18(0.33), 20(0.58), 22(0.74), 23(0.75), 25(0.64), 28(0.81), 29(0.23), 31(0.38), 32(0.62), 34(0.89), 35(0.48), 38(0.34), 40(0.85), 43(0.35), 44(0.75), 45(0.75), 46(0.80), 48(0.51), 49(0.54), 50(0.79), 51(0.77), 52(0.24), 57(0.13), 61(0.50), 62(0.19), 63(0.67), 64(0.14), 65(0.48), 69(0.71), 70(0.87), 71(0.52), 72(0.64), 74(0.66)
T6165: 5(0.82), 6(0.16), 7(0.77), 8(0.18), 11(0.38), 12(0.20), 14(0.82), 15(0.88), 16(0.67), 21(0.86), 22(0.19), 23(0.86), 24(0.13), 26(0.59), 27(0.47), 30(0.30), 31(0.84), 32(0.84), 34(0.48), 38(0.39), 39(0.67), 42(0.41), 44(0.14), 45(0.41), 47(0.36), 48(0.14), 51(0.54), 52(0.64), 53(0.81), 55(0.36), 64(0.84), 69(0.14), 71(0.35), 72(0.43), 73(0.89), 75(0.45)
T6166: 3(0.70), 5(0.54), 7(0.48), 8(0.65), 9(0.14), 12(0.51), 16(0.63), 18(0.88), 21(0.33), 23(0.41), 26(0.41), 28(0.68), 29(0.65), 35(0.90), 36(0.54), 37(0.89), 38(0.59), 42(0.49), 44(0.64), 46(0.36), 47(0.17), 49(0.68), 50(0.29), 52(0.21), 53(0.23), 58(0.17), 60(0.72), 62(0.60), 64(0.50), 67(0.18), 73(0.21), 75(0.40)
T6167: 2(0.24), 3(0.17), 4(0.41), 9(0.40), 11(0.73), 14(0.18), 19(0.72), 21(0.11), 22(0.13), 23(0.82), 24(0.71), 28(0.14), 29(0.65), 31(0.68), 32(0.63), 33(0.66), 34(0.58), 39(0.20), 40(0.64), 42(0.11), 44(0.67), 46(0.89), 47(0.55), 48(0.16), 50(0.62), 51(0.68), 52(0.65), 53(0.79), 56(0.27), 58(0.37), 61(0.49), 62(0.85), 63(0.60), 67(0.45), 75(0.43)
T6168: 2(0.14), 3(0.88), 4(0.14), 5(0.58), 7(0.81), 9(0.14), 11(0.43), 15(0.39), 16(0.20), 19(0.55), 25(0.14), 27(0.27), 28(0.37), 30(0.15), 35(0.45), 36(0.86), 38(0.61), 41(0.46), 42(0.17), 43(0.66), 45(0.81), 47(0.29), 51(0.27), 55(0.22), 58(0.20), 62(0.27), 63(0.41), 65(0.15), 66(0.59), 70(0.39), 73(0.43)
T6169: 5(0.53), 8(0.78), 11(0.78), 15(0.23), 17(0.22), 20(0.52), 22(0.78), 25(0.21), 26(0.56), 27(0.90), 28(0.23), 32(0.53), 33(0.73), 34(0.20), 36(0.48), 37(0.54), 41(0.45), 42(0.15), 43(0.36), 44(0.76), 47(0.68), 48(0.75), 52(0.19), 57(0.12), 60(0.59), 61(0.18), 62(0.65), 63(0.28), 64(0.53), 66(0.15), 68(0.71), 69(0.31), 71(0.19), 72(0.40), 73(0.13), 74(0.84)
T6170: 1(0.66), 2(0.18), 3(0.73), 4(0.24), 5(0.78), 6(0.11), 8(0.69), 9(0.46), 10(0.24), 12(0.63), 14(0.37), 17(0.75), 20(0.63), 22(0.18), 24(0.44), 32(0.53), 33(0.76), 35(0.79), 37(0.48), 40(0.63), 42(0.40), 44(0.17), 45(0.62), 48(0.82), 50(0.40), 51(0.84), 53(0.90), 56(0.41), 57(0.32), 62(0.41), 64(0.59), 65(0.35), 66(0.23), 71(0.20)
T6171: 3(0.25), 4(0.44), 5(0.82), 7(0.82), 9(0.37), 12(0.77), 17(0.72), 20(0.47), 21(0.76), 22(0.11), 33(0.41), 35(0.59), 38(0.14), 39(0.23), 40(0.83), 43(0.82), 44(0.68), 45(0.69), 46(0.55), 47(0.12), 48(0.27), 49(0.54), 50(0.38), 51(0.79), 53(0.55), 54(0.85), 57(0.22), 58(0.55), 59(0.70), 60(0.64), 61(0.22), 63(0.13), 65(0.17), 68(0.19), 69(0.29), 70(0.50), 71(0.11), 73(0.79), 74(0.14), 75(0.74)
T6172: 3(0.53), 6(0.35), 8(0.44), 9(0.32), 10(0.88), 13(0.63), 14(0.79), 15(0.45), 20(0.56), 21(0.44), 22(0.49), 23(0.24), 25(0.32), 28(0.39), 30(0.87), 34(0.49), 35(0.60), 38(0.27), 39(0.70), 44(0.57), 48(0.68), 49(0.63), 50(0.62), 54(0.40), 55(0.66), 57(0.78), 59(0.85), 61(0.70), 64(0.14), 66(0.18), 68(0.85), 70(0.70), 74(0.66), 75(0.54)
T6173: 2(0.32), 3(0.84), 4(0.64), 6(0.61), 10(0.61), 13(0.83), 15(0.44), 19(0.90), 20(0.30), 22(0.24), 24(0.81), 25(0.43), 26(0.21), 31(0.12), 35(0.29), 36(0.61), 39(0.87), 42(0.82), 44(0.87), 45(0.50), 46(0.58), 48(0.11), 49(0.32), 59(0.90), 60(0.86), 62(0.62), 64(0.79), 66(0.19), 67(0.62), 68(0.76), 69(0.77), 70(0.25), 73(0.85)
T6174: 1(0.59), 2(0.67), 5(0.55), 9(0.78), 12(0.71), 16(0.10), 17(0.52), 18(0.19), 19(0.23), 20(0.57), 21(0.62), 22(0.49), 26(0.41), 28(0.31), 32(0.51), 36(0.29), 37(0.78), 39(0.86), 47(0.55), 51(0.46), 53(0.11), 56(0.46), 58(0.51), 59(0.26), 60(0.15), 61(0.40), 62(0.70), 65(0.21), 67(0.25), 69(0.85), 71(0.27), 73(0.12), 74(0.49), 75(0.25)
T6175: 1(0.32), 3(0.15), 4(0.90), 6(0.17), 8(0.80), 10(0.86), 13(0.48), 17(0.15), 20(0.58), 21(0.49), 22(0.81), 24(0.45), 25(0.28), 30(0.67), 33(0.46), 34(0.49), 36(0.59), 38(0.47), 40(0.56), 41(0.14), 44(0.59), 47(0.22), 48(0.38), 49(0.69), 50(0.37), 51(0.50), 52(0.24), 55(0.30), 57(0.37), 58(0.86), 59(0.44), 60(0.33), 63(0.70), 70(0.66), 71(0.29), 73(0.40), 74(0.55)
T6176: 1(0.85), 2(0.24), 3(0.74), 4(0.55), 6(0.83), 10(0.29), 11(0.49), 12(0.77), 13(0.87), 16(0.86), 20(0.46), 21(0.84), 23(0.21), 26(0.43), 28(0.45), 34(0.53), 35(0.17), 37(0.35), 38(0.47), 40(0.67), 41(0.41), 43(0.78), 44(0.82), 45(0.65), 46(0.62), 47(0.20), 48(0.82), 49(0.62), 51(0.39), 54(0.77), 55(0.71), 56(0.74), 58(0.70), 64(0.19), 65(0.66), 67(0.38), 70(0.55), 71(0.61), 74(0.22)
T6177: 2(0.80), 4(0.16), 11(0.73), 13(0.49), 14(0.30), 16(0.68), 17(0.71), 19(0.46), 25(0.76), 26(0.87), 30(0.30), 33(0.19), 37(0.78), 38(0.76), 39(0.88), 43(0.86), 44(0.11), 45(0.48), 47(0.73), 48(0.16), 52(0.67), 54(0.26), 59(0.85), 60(0.66), 61(0.77), 63(0.44), 64(0.82), 67(0.28), 68(0.78), 73(0.53), 75(0.85)
T6178: 3(0.30), 4(0.17), 7(0.53), 10(0.87), 11(0.77), 12(0.56), 13(0.21), 17(0.80), 19(0.59), 20(0.23), 22(0.42), 24(0.44), 25(0.27), 26(0.82), 27(0.51), 28(0.73), 31(0.25), 32(0.50), 34(0.14), 39(0.82), 40(0.32), 41(0.32), 43(0.40), 44(0.20), 47(0.46), 48(0.54), 54(0.79), 55(0.56), 57(0.46), 58(0.38), 59(0.62), 60(0.18), 61(0.66), 63(0.88), 66(0.36), 67(0.59), 69(0.28), 70(0.77)
T6179: 5(0.87), 12(0.31), 16(0.82), 17(0.25), 18(0.33), 19(0.35), 21(0.85), 22(0.53), 23(0.42), 25(0.27), 26(0.27), 29(0.67), 33(0.74), 34(0.51), 35(0.63), 38(0.19), 40(0.86), 41(0.69), 42(0.25), 43(0.78), 44(0.17), 48(0.39), 51(0.47), 53(0.20), 56(0.84), 57(0.14), 59(0.13), 60(0.45), 63(0.54), 64(0.31), 65(0.14), 67(0.22), 70(0.81), 72(0.83)
T6180: 3(0.63), 5(0.22), 14(0.71), 17(0.35), 18(0.31), 20(0.45), 21(0.32), 22(0.15), 23(0.11), 25(0.70), 26(0.39), 27(0.51), 30(0.50), 31(0.81), 32(0.39), 35(0.71), 37(0.56), 38(0.31), 44(0.24), 51(0.21), 55(0.79), 56(0.19), 57(0.59), 58(0.43), 61(0.71), 62(0.76), 63(0.79), 70(0.25), 72(0.34), 73(0.27), 75(0.50)
T6181: 1(0.36), 2(0.55), 8(0.27), 9(0.13), 10(0.77), 14(0.10), 15(0.51), 17(0.44), 18(0.74), 19(0.84), 20(0.43), 22(0.58), 23(0.85), 27(0.25), 29(0.48), 32(0.79), 33(0.32), 34(0.51), 37(0.71), 38(0.59), 40(0.86), 41(0.14), 42(0.70), 46(0.82), 47(0.41), 52(0.46), 53(0.64), 55(0.58), 56(0.56), 57(0.80), 64(0.37), 65(0.47), 70(0.63), 72(0.35), 73(0.82)
T6182: 5(0.21), 7(0.64), 10(0.48), 11(0.21), 13(0.64), 16(0.46), 17(0.30), 19(0.76), 22(0.37), 23(0.13), 24(0.58), 27(0.38), 29(0.51), 31(0.72), 32(0.13), 35(0.66), 36(0.12), 39(0.68), 40(0.23), 45(0.87), 46(0.82), 47(0.22), 48(0.61), 54(0.71), 57(0.51), 59(0.50), 61(0.62), 65(0.88), 66(0.86), 68(0.64), 69(0.23), 70(0.29), 71(0.54), 73(0.70), 74(0.77), 75(0.66)
