T1: 1(0.73), 3(0.95), 5(0.75), 7(0.81), 9(0.82), 11(0.83), 13(0.93), 15(0.96), 17(0.88), 19(0.74), 21(0.80), 23(0.76), 25(0.82), 27(0.80), 29(0.80), 31(0.70), 34(0.81), 36(0.76), 38(0.75), 40(0.95), 42(0.98), 44(0.85), 46(0.85), 48(0.85), 50(0.80), 52(0.81), 54(0.78), 56(0.90), 58(0.72), 60(0.96), 62(0.93), 64(0.91), 66(0.83), 68(0.77), 70(0.75), 72(0.82), 74(0.88)
T2402: 2(0.73), 3(0.96), 5(0.81), 8(0.73), 9(0.82), 12(0.91), 13(0.74), 16(0.93), 18(0.81), 20(0.86), 22(0.82), 23(0.75), 25(0.76), 28(0.97), 29(0.71), 31(0.95), 34(1.00), 36(0.93), 39(0.88), 40(0.80), 42(0.88), 44(0.71), 46(0.95), 48(0.84), 51(0.91), 52(0.97), 54(0.83), 56(0.89), 58(0.95), 60(0.78), 62(0.77), 64(0.96), 66(0.96), 68(0.82), 71(0.98), 72(0.96), 74(0.80)
T2403: 2(0.81), 4(0.78), 5(0.91), 8(0.78), 9(0.71), 11(0.72), 13(0.95), 16(0.86), 18(0.90), 20(0.80), 22(0.72), 24(0.70), 25(0.89), 28(0.88), 29(0.86), 33(0.84), 34(0.84), 36(0.83), 39(0.71), 40(0.95), 42(0.89), 44(0.87), 46(0.91), 48(0.93), 51(0.78), 52(0.96), 54(0.70), 57(0.72), 58(0.94), 60(0.92), 62(0.95), 64(0.87), 66(0.71), 69(0.91), 71(0.72), 72(0.85), 74(0.99)
T2404: 2(0.89), 4(0.71), 5(0.77), 8(0.93), 9(0.88), 12(0.74), 13(0.82), 16(0.80), 18(0.89), 20(0.96), 22(0.99), 24(0.72), 25(0.87), 28(0.74), 29(0.73), 33(0.94), 34(0.70), 36(0.78), 39(0.95), 40(0.94), 42(0.87), 44(0.90), 46(0.97), 48(0.90), 51(0.93), 52(0.73), 54(0.95), 56(0.73), 58(0.78), 60(0.82), 62(0.78), 64(0.82), 66(0.73), 68(0.73), 71(0.84), 72(0.89), 74(0.77)
T2405: 2(0.81), 3(0.76), 5(0.72), 7(0.76), 9(0.98), 11(0.88), 13(0.99), 15(0.87), 17(0.74), 19(0.83), 22(0.76), 24(0.76), 25(0.74), 28(0.89), 29(0.84), 31(0.82), 34(0.78), 37(0.83), 38(0.94), 40(0.87), 42(0.87), 44(0.80), 46(0.79), 49(0.98), 51(0.84), 52(0.71), 54(0.93), 56(0.88), 58(0.76), 60(0.99), 62(0.77), 64(0.76), 66(0.89), 68(0.86), 70(0.75), 72(0.88), 74(0.70)
T2406: 2(0.70), 3(0.75), 5(0.86), 7(0.80), 9(0.72), 11(0.99), 13(0.81), 15(0.74), 17(0.87), 19(1.00), 22(0.97), 24(0.98), 25(0.94), 28(0.71), 29(0.78), 31(0.82), 34(0.81), 37(0.98), 38(0.91), 40(0.96), 42(0.99), 44(0.96), 46(0.74), 49(0.95), 50(0.74), 52(0.89), 54(0.90), 56(0.96), 58(0.76), 60(0.72), 62(0.78), 64(0.81), 66(0.81), 69(0.80), 70(0.83), 72(0.94), 74(0.79)
T2407: 2(0.89), 3(0.78), 5(0.97), 7(0.72), 9(0.77), 11(0.71), 13(0.82), 15(0.94), 17(0.85), 19(0.78), 22(0.95), 24(0.72), 25(0.96), 28(0.98), 29(0.92), 31(0.76), 34(0.72), 37(0.84), 38(0.90), 40(0.80), 42(0.95), 44(0.93), 46(0.70), 49(0.72), 50(0.89), 52(0.82), 54(0.87), 56(0.82), 58(0.82), 60(0.88), 62(0.74), 64(0.88), 66(0.85), 68(0.83), 70(0.93), 72(0.73), 74(0.94)
T2408: 2(0.98), 3(0.97), 5(0.80), 7(0.97), 9(0.93), 11(0.82), 13(0.78), 15(0.75), 17(0.95), 19(0.72), 22(0.71), 23(0.95), 25(0.92), 28(0.96), 29(0.83), 31(0.90), 34(0.90), 37(0.78), 38(0.98), 40(0.91), 42(0.95), 44(0.80), 46(0.84), 49(0.94), 51(0.78), 52(0.98), 54(0.77), 56(0.79), 58(0.85), 60(0.75), 62(0.90), 64(0.81), 66(0.74), 68(0.89), 70(0.88), 72(0.83), 74(0.97)
T2409: 2(0.71), 3(0.97), 5(0.90), 7(0.73), 9(0.97), 11(0.83), 13(0.81), 15(0.88), 17(0.76), 19(0.89), 22(0.76), 23(0.98), 25(0.81), 28(0.89), 29(0.97), 31(0.99), 34(0.78), 37(0.96), 38(0.91), 40(0.84), 42(0.75), 44(0.87), 46(0.73), 49(0.99), 50(0.71), 52(0.95), 54(0.71), 56(0.72), 58(0.73), 60(0.76), 62(0.84), 64(0.96), 66(0.94), 69(0.81), 70(0.74), 72(0.73), 74(0.70)
T2410: 2(0.94), 3(0.95), 5(0.80), 7(0.99), 9(0.83), 11(0.77), 13(0.72), 15(0.80), 17(0.83), 19(0.92), 22(0.80), 23(0.81), 25(0.86), 28(0.91), 29(0.73), 31(0.95), 34(0.78), 37(0.79), 38(0.72), 40(0.89), 42(0.98), 44(0.97), 46(0.93), 49(0.72), 50(0.89), 52(0.98), 54(0.81), 56(0.92), 58(0.79), 60(0.74), 62(0.98), 64(0.92), 66(0.70), 68(0.78), 70(0.89), 72(0.90), 74(0.99)
T2411: 2(0.98), 3(0.78), 5(0.82), 7(0.83), 9(0.96), 11(0.73), 13(0.73), 16(0.95), 18(0.88), 20(0.84), 22(0.73), 23(0.76), 25(0.74), 28(0.96), 29(0.86), 31(0.96), 34(0.73), 36(0.90), 38(0.84), 40(0.97), 42(0.88), 44(0.82), 46(0.92), 49(0.87), 50(0.98), 52(0.75), 54(1.00), 56(0.88), 58(0.82), 60(0.72), 62(0.76), 64(0.91), 67(0.72), 69(0.88), 70(0.73), 73(0.86), 74(0.89)
T2412: 2(0.95), 3(0.86), 5(0.91), 7(0.85), 10(0.90), 11(0.80), 14(0.72), 15(0.75), 17(0.93), 19(0.95), 22(0.96), 24(0.93), 25(0.98), 28(0.95), 29(0.86), 33(0.96), 34(0.77), 36(0.73), 38(0.84), 40(0.93), 42(0.79), 44(0.94), 46(0.84), 48(0.76), 51(0.84), 52(0.79), 54(0.97), 56(0.76), 58(0.76), 60(0.93), 62(0.87), 64(0.98), 66(0.92), 68(0.92), 70(0.99), 72(0.71), 74(0.92)
T2413: 2(0.93), 3(0.92), 5(0.78), 8(0.71), 9(0.94), 11(0.84), 14(0.91), 16(0.96), 17(0.92), 19(0.97), 22(0.88), 24(0.86), 25(0.97), 28(0.79), 29(0.78), 33(0.99), 34(0.94), 36(0.81), 38(0.98), 40(0.96), 42(0.74), 44(0.71), 46(0.72), 48(0.97), 51(0.76), 52(0.81), 54(0.77), 56(0.97), 58(0.86), 60(0.99), 62(0.78), 64(0.84), 66(0.74), 68(0.85), 70(0.90), 72(0.96), 74(0.82)
T2414: 2(0.87), 3(0.91), 5(0.87), 8(0.88), 9(0.82), 12(0.83), 14(0.98), 16(0.98), 17(0.71), 19(0.75), 22(0.76), 24(1.00), 25(0.75), 28(0.81), 29(0.80), 33(0.74), 34(0.95), 36(0.89), 38(0.70), 40(0.83), 42(0.92), 44(0.95), 46(0.96), 48(0.85), 51(0.86), 52(0.73), 54(0.74), 56(0.88), 58(0.97), 60(0.79), 62(0.82), 64(0.88), 66(0.96), 68(0.92), 70(0.96), 72(0.91), 74(0.84)
T2415: 2(0.71), 3(0.91), 5(0.95), 8(0.77), 9(0.76), 12(0.93), 14(0.71), 16(0.72), 17(0.80), 19(0.84), 22(0.75), 24(0.98), 25(0.96), 28(0.83), 29(0.73), 31(0.96), 34(0.85), 36(0.88), 38(0.71), 40(0.97), 42(0.92), 44(0.94), 46(0.73), 48(0.78), 51(0.86), 52(0.77), 54(0.81), 56(0.89), 58(0.98), 60(0.85), 62(0.87), 64(0.77), 66(0.97), 68(0.92), 70(0.76), 72(0.82), 74(0.86)
T2416: 2(0.72), 3(0.86), 5(0.99), 8(0.81), 9(0.93), 12(0.99), 14(0.89), 16(0.73), 17(0.99), 19(0.92), 22(0.91), 23(0.77), 25(0.86), 28(0.98), 29(0.76), 31(0.93), 34(0.83), 36(0.91), 38(0.80), 40(0.98), 42(0.71), 44(0.78), 46(0.85), 48(0.70), 51(0.89), 52(0.83), 54(0.70), 56(0.81), 58(0.92), 60(0.81), 62(0.85), 64(0.98), 66(0.72), 68(0.85), 70(0.82), 72(0.95), 74(0.86)
T2417: 2(0.93), 3(0.71), 5(0.90), 7(0.93), 9(0.83), 11(0.76), 14(0.81), 15(0.93), 18(1.00), 20(0.72), 22(0.98), 24(0.95), 25(0.84), 28(0.77), 29(0.81), 33(0.83), 34(0.80), 36(0.93), 38(0.99), 40(0.85), 42(0.71), 44(0.85), 46(0.85), 48(0.93), 50(0.73), 52(0.86), 54(0.91), 56(0.89), 58(0.84), 60(0.86), 62(0.71), 64(0.93), 66(0.71), 69(0.75), 70(0.85), 72(0.80), 74(0.96)
T2418: 2(0.96), 3(0.93), 5(0.98), 7(0.99), 9(0.82), 12(0.94), 14(0.76), 15(0.80), 18(0.82), 20(0.85), 22(0.74), 24(0.97), 25(0.92), 28(0.99), 29(0.79), 33(0.90), 34(0.91), 36(0.97), 38(0.95), 40(0.92), 42(0.88), 44(0.86), 46(0.95), 48(0.79), 50(0.78), 52(0.95), 54(0.87), 56(0.93), 58(0.92), 60(0.77), 62(0.81), 64(0.78), 66(0.87), 68(0.84), 70(0.93), 72(0.96), 74(0.88)
T2419: 2(0.71), 3(0.87), 5(0.79), 7(0.75), 9(0.78), 11(0.86), 14(1.00), 16(0.80), 18(0.84), 20(0.82), 22(0.84), 24(0.91), 25(0.72), 28(0.71), 29(0.84), 31(0.75), 34(0.94), 36(0.99), 38(0.95), 40(0.70), 42(0.77), 44(0.88), 46(0.97), 48(0.94), 50(0.83), 52(0.79), 54(0.72), 56(0.90), 58(0.86), 60(0.83), 62(0.77), 64(0.95), 66(0.85), 69(0.95), 70(0.72), 73(0.80), 74(0.95)
T2420: 2(0.72), 3(0.92), 5(0.77), 7(0.89), 9(0.95), 12(1.00), 14(0.99), 15(0.86), 18(0.89), 20(0.98), 22(0.88), 24(0.97), 25(0.81), 28(0.78), 29(0.76), 31(0.88), 34(0.99), 36(0.93), 38(0.93), 40(0.79), 42(0.91), 44(0.81), 46(0.83), 48(0.99), 50(0.91), 52(0.99), 54(0.91), 56(0.72), 58(0.96), 60(0.87), 62(0.74), 64(0.91), 66(0.82), 68(0.75), 70(0.94), 73(0.98), 74(0.99)
T2421: 2(0.97), 3(0.95), 5(0.97), 7(0.87), 10(0.71), 11(0.90), 14(0.71), 16(0.89), 18(0.72), 20(0.86), 22(0.89), 24(0.73), 25(0.73), 28(0.97), 29(0.75), 31(0.74), 34(0.99), 36(0.81), 38(0.74), 40(0.88), 42(0.77), 44(0.73), 46(0.80), 48(0.93), 51(0.73), 52(0.75), 54(0.71), 56(0.82), 58(0.78), 60(0.91), 62(0.75), 64(0.81), 66(0.74), 69(0.72), 70(0.83), 72(0.76), 74(0.70)
T2422: 2(0.96), 3(0.77), 5(0.80), 7(0.74), 10(0.70), 12(0.73), 14(0.75), 16(0.75), 18(0.88), 20(0.92), 22(0.79), 24(0.84), 25(0.78), 28(0.79), 29(0.80), 31(0.89), 34(0.78), 36(0.94), 38(0.89), 40(0.85), 42(0.72), 44(0.79), 46(0.87), 48(0.76), 51(0.82), 52(0.85), 54(0.73), 56(0.74), 58(0.99), 60(0.86), 62(0.77), 64(0.92), 66(0.80), 68(0.85), 70(0.86), 72(0.72), 74(0.91)
T2423: 2(0.84), 3(0.85), 5(0.73), 7(0.84), 10(0.77), 12(0.75), 14(0.93), 16(0.77), 18(0.80), 20(0.76), 22(0.93), 23(0.75), 25(1.00), 28(0.78), 29(0.88), 31(0.98), 34(0.76), 36(0.95), 38(0.94), 40(0.77), 42(0.97), 44(0.72), 46(0.80), 48(0.86), 51(0.97), 52(0.71), 54(0.79), 56(0.86), 58(0.76), 60(0.98), 62(0.97), 64(0.78), 66(0.95), 68(0.86), 70(0.89), 72(0.73), 74(0.71)
T2424: 2(0.94), 4(0.88), 5(1.00), 7(0.99), 9(0.75), 11(0.92), 14(0.76), 15(0.81), 18(0.87), 20(0.99), 22(0.81), 24(0.88), 25(0.80), 28(0.79), 29(0.84), 33(0.94), 34(0.93), 36(0.72), 38(0.95), 40(0.86), 42(0.70), 44(0.96), 46(0.98), 48(0.97), 50(0.73), 52(0.92), 54(0.76), 56(0.80), 58(0.87), 60(0.95), 62(0.87), 64(0.79), 66(0.96), 68(0.88), 70(0.83), 72(0.95), 74(0.77)
T2425: 2(0.76), 3(0.98), 5(0.97), 7(0.89), 9(0.96), 11(0.83), 14(0.76), 15(0.85), 17(0.84), 19(0.97), 22(0.97), 24(0.75), 25(0.86), 28(0.94), 29(0.77), 31(0.79), 34(0.91), 37(0.70), 38(0.80), 40(0.96), 42(0.72), 44(0.96), 46(0.84), 49(0.82), 50(0.81), 52(0.97), 54(0.77), 56(0.98), 58(0.81), 60(0.86), 62(0.79), 64(0.85), 66(0.89), 68(0.78), 70(0.78), 72(0.86), 74(0.87)
T2426: 2(0.78), 3(0.95), 5(0.91), 7(0.90), 9(0.77), 11(0.87), 14(0.70), 15(0.71), 17(0.75), 19(0.77), 22(0.95), 23(0.86), 25(0.83), 28(0.84), 29(0.76), 31(0.71), 34(0.78), 37(0.99), 38(0.87), 40(0.95), 42(0.96), 44(0.71), 46(0.91), 49(0.95), 51(0.79), 52(0.72), 54(0.71), 56(0.89), 58(0.93), 60(0.75), 62(0.74), 64(0.91), 66(0.87), 68(0.87), 70(0.90), 72(0.88), 74(0.79)
T2427: 2(0.97), 3(0.73), 5(0.89), 7(0.91), 9(0.78), 11(0.85), 14(0.72), 15(0.88), 17(0.74), 19(0.77), 22(1.00), 23(0.86), 25(0.91), 28(0.78), 29(0.81), 31(0.74), 34(0.91), 37(0.87), 38(0.73), 40(0.79), 42(0.80), 44(0.83), 46(0.91), 49(0.80), 50(0.97), 52(0.79), 54(0.73), 56(0.87), 58(0.91), 60(0.86), 62(0.96), 64(0.72), 66(0.89), 69(0.72), 70(0.98), 72(0.85), 74(0.87)
T2428: 2(0.91), 3(0.96), 5(0.79), 7(0.87), 9(0.80), 11(0.82), 14(0.76), 15(0.71), 17(0.81), 19(0.87), 22(0.80), 23(0.90), 25(0.83), 28(0.76), 29(1.00), 31(0.70), 34(0.77), 37(0.78), 38(1.00), 40(0.79), 42(0.73), 44(0.90), 46(0.73), 49(0.75), 50(0.99), 52(0.73), 54(0.73), 56(0.98), 58(0.82), 60(0.99), 62(0.98), 64(0.83), 66(0.97), 68(0.80), 70(0.96), 72(0.88), 74(0.93)
T2429: 2(0.70), 3(0.80), 5(0.74), 8(0.89), 9(0.89), 12(0.95), 13(0.95), 16(0.93), 18(0.81), 20(0.93), 22(0.82), 23(0.96), 25(0.88), 28(0.71), 29(0.87), 31(0.91), 34(0.92), 36(0.70), 38(0.74), 40(0.87), 42(0.74), 44(0.78), 46(0.86), 48(0.82), 51(0.89), 52(0.83), 55(0.94), 56(0.92), 58(0.76), 60(0.76), 62(0.88), 64(0.83), 66(0.71), 69(0.71), 71(0.97), 72(0.81), 74(0.91)
T2430: 2(0.83), 3(0.99), 5(0.99), 7(0.80), 10(0.99), 12(0.98), 13(0.93), 16(0.90), 18(0.83), 20(0.99), 22(0.98), 23(0.81), 25(0.97), 28(0.99), 29(0.84), 31(0.88), 34(0.86), 36(0.78), 38(0.95), 40(0.78), 42(0.92), 44(0.79), 46(0.76), 48(0.97), 51(0.81), 52(0.75), 55(0.93), 56(0.96), 58(0.77), 60(0.95), 62(0.72), 64(0.86), 66(0.84), 69(0.99), 71(0.94), 72(0.72), 74(0.73)
T2431: 2(0.74), 3(0.88), 5(0.83), 8(0.79), 9(0.73), 12(0.90), 13(0.79), 16(0.97), 18(0.75), 20(0.80), 22(0.88), 23(0.81), 25(0.84), 28(0.86), 29(0.77), 31(0.81), 34(0.80), 36(0.74), 38(0.87), 40(0.82), 42(0.92), 44(0.73), 46(0.70), 48(0.94), 51(0.82), 52(0.89), 55(0.81), 56(0.70), 58(0.99), 60(0.81), 62(0.93), 64(0.86), 66(0.75), 68(0.71), 71(0.72), 72(0.99), 74(0.97)
T2432: 2(0.73), 3(0.92), 5(0.94), 7(0.97), 10(0.84), 12(0.93), 13(0.98), 16(0.73), 18(0.82), 20(0.77), 22(0.78), 23(0.87), 25(0.97), 28(0.97), 29(0.72), 31(0.85), 34(0.73), 36(1.00), 38(0.90), 40(0.82), 42(0.82), 44(0.72), 46(0.86), 48(0.71), 51(0.73), 52(0.94), 55(0.82), 56(0.73), 58(0.80), 60(0.71), 62(0.96), 64(0.91), 66(0.79), 68(0.89), 71(0.87), 72(0.88), 74(0.78)
T2433: 2(0.87), 3(0.97), 5(0.95), 7(0.83), 9(0.80), 12(0.97), 13(0.86), 16(0.79), 18(0.91), 20(0.81), 22(0.91), 23(0.87), 25(0.95), 28(0.82), 29(0.91), 31(0.96), 34(0.85), 36(0.88), 38(0.91), 40(0.71), 42(0.82), 44(0.84), 46(0.98), 48(0.92), 50(0.88), 52(0.72), 55(0.85), 56(0.77), 58(0.77), 60(0.95), 62(0.91), 64(0.94), 66(0.90), 69(0.79), 70(0.81), 72(0.80), 74(0.91)
T2434: 2(0.78), 3(0.90), 5(0.70), 7(0.82), 9(0.95), 12(0.73), 13(0.81), 16(0.90), 18(0.70), 20(0.83), 22(0.85), 23(0.74), 25(0.71), 28(0.80), 29(0.84), 31(0.73), 34(0.87), 36(0.88), 38(0.89), 40(0.83), 42(0.93), 44(0.91), 46(0.93), 48(0.93), 50(0.98), 52(0.96), 55(0.93), 56(0.96), 58(0.91), 60(0.77), 62(0.74), 64(0.78), 66(0.84), 69(0.82), 71(0.94), 72(0.90), 74(0.80)
T2435: 2(0.88), 3(0.91), 5(0.85), 7(0.96), 9(0.99), 12(0.86), 13(0.72), 16(0.72), 18(0.71), 20(0.89), 22(0.93), 23(0.79), 25(0.74), 28(0.75), 29(0.89), 31(0.78), 34(0.93), 36(0.73), 38(0.80), 40(0.98), 42(0.83), 44(0.91), 47(0.98), 48(0.92), 50(0.86), 52(0.75), 55(0.96), 56(0.83), 58(0.89), 60(0.81), 62(0.94), 64(0.71), 66(0.79), 69(0.91), 71(0.82), 72(0.73), 74(0.87)
T2436: 2(0.86), 3(0.97), 5(0.71), 7(0.85), 9(0.98), 12(0.93), 13(0.90), 16(0.84), 18(0.72), 20(0.97), 22(0.99), 23(0.83), 25(0.83), 28(0.78), 29(0.73), 31(0.94), 34(0.76), 36(0.71), 38(0.89), 40(0.76), 42(0.75), 44(0.84), 46(0.94), 48(0.83), 50(0.81), 52(0.93), 55(0.92), 56(0.88), 58(0.71), 60(0.94), 62(0.99), 64(0.74), 66(0.91), 68(0.81), 71(0.72), 72(0.84), 74(0.73)
T2437: 2(0.78), 3(0.76), 5(0.70), 7(0.97), 9(0.70), 12(0.94), 13(1.00), 16(0.91), 18(0.87), 20(0.83), 22(0.86), 23(0.96), 25(0.74), 28(0.75), 29(0.79), 31(0.94), 34(0.90), 36(0.75), 38(0.98), 40(0.85), 42(0.71), 44(0.75), 47(0.96), 48(0.70), 50(0.75), 52(0.94), 55(0.74), 56(0.95), 58(0.96), 60(0.75), 62(0.72), 64(0.96), 66(0.72), 68(0.82), 71(0.96), 72(0.76), 74(0.83)
T2438: 2(0.95), 3(0.97), 5(0.96), 8(0.86), 9(0.93), 12(0.81), 13(0.97), 16(0.92), 18(0.97), 20(0.95), 22(0.79), 23(0.90), 25(0.84), 28(0.84), 29(0.72), 31(0.75), 34(0.95), 36(0.96), 39(0.94), 40(0.93), 42(0.95), 44(0.96), 46(0.78), 48(0.80), 51(0.87), 52(0.93), 55(0.92), 56(0.82), 58(0.75), 60(0.72), 62(0.76), 64(0.80), 66(0.71), 68(0.87), 71(0.77), 72(0.98), 74(0.88)
T2439: 2(0.85), 3(0.85), 5(0.99), 7(0.88), 9(0.85), 11(0.83), 13(0.71), 15(0.96), 17(0.73), 19(0.89), 22(0.99), 23(0.73), 25(0.98), 28(0.98), 29(0.93), 31(0.87), 34(0.99), 37(0.73), 38(0.81), 40(0.76), 42(0.80), 44(0.72), 46(0.74), 49(0.93), 50(0.74), 52(0.87), 55(0.95), 56(0.88), 58(0.86), 60(0.99), 62(0.71), 64(0.95), 66(0.83), 68(0.76), 70(0.95), 72(0.96), 74(0.95)
T2440: 2(0.90), 3(0.78), 5(0.83), 8(0.79), 9(0.74), 12(0.96), 14(0.77), 16(0.74), 17(0.72), 19(0.92), 22(0.80), 23(0.74), 25(0.96), 28(0.92), 29(0.86), 31(1.00), 34(0.78), 36(0.75), 38(0.94), 40(0.94), 42(0.91), 44(0.79), 46(0.71), 48(0.92), 51(0.74), 52(0.76), 55(0.73), 56(0.89), 58(0.83), 60(0.89), 62(1.00), 64(0.92), 66(0.89), 68(0.74), 70(0.88), 72(0.91), 74(0.97)
T2441: 2(0.83), 3(0.98), 5(0.91), 7(0.98), 9(0.70), 12(0.98), 14(0.75), 15(0.76), 18(0.94), 20(0.87), 22(0.75), 23(0.88), 25(0.74), 28(0.87), 29(0.80), 31(0.95), 34(0.75), 36(0.71), 38(0.74), 40(0.92), 42(0.88), 44(0.98), 46(0.92), 48(0.86), 50(0.97), 52(0.79), 55(0.71), 56(0.94), 58(0.86), 60(0.85), 62(0.86), 64(0.77), 66(0.76), 69(0.78), 70(0.91), 72(0.88), 74(0.93)
T2442: 2(0.92), 3(0.74), 5(0.99), 7(0.87), 9(0.77), 12(0.72), 14(0.93), 16(0.79), 18(0.90), 20(0.84), 22(0.93), 23(0.97), 25(0.73), 28(0.84), 29(0.74), 31(0.74), 34(0.89), 36(0.96), 38(0.97), 40(0.74), 42(0.83), 44(0.81), 46(0.83), 48(0.89), 50(0.91), 52(0.97), 55(0.74), 56(0.93), 58(0.80), 60(0.75), 62(0.73), 64(0.70), 66(1.00), 69(0.98), 70(0.83), 72(0.94), 74(0.96)
T2443: 2(0.94), 3(0.73), 5(0.89), 7(0.95), 9(0.79), 12(0.90), 14(0.70), 16(0.96), 18(0.85), 20(0.88), 22(0.91), 23(0.98), 25(0.81), 28(0.82), 29(0.80), 31(0.72), 34(0.81), 36(0.91), 38(0.99), 40(0.71), 42(0.85), 44(0.78), 46(0.73), 48(0.93), 50(0.72), 52(0.70), 55(0.98), 56(0.77), 58(0.99), 60(0.96), 62(0.78), 64(0.99), 66(0.89), 68(0.93), 70(0.84), 72(0.99), 74(0.97)
T2444: 2(0.76), 3(0.92), 5(0.79), 7(0.75), 9(0.80), 11(0.91), 13(0.81), 15(0.86), 17(0.97), 19(0.81), 22(0.97), 24(0.73), 25(0.78), 27(0.74), 29(0.72), 33(0.84), 34(0.74), 36(0.71), 38(0.72), 40(0.71), 42(0.86), 44(0.86), 46(0.72), 48(0.77), 51(0.81), 52(0.89), 54(0.81), 56(0.86), 58(0.86), 60(0.95), 62(0.85), 65(0.80), 66(0.96), 69(0.88), 70(0.81), 73(0.79), 74(0.80)
T2445: 2(0.92), 3(0.84), 5(0.94), 7(0.82), 9(0.92), 11(0.91), 13(0.87), 15(0.95), 17(0.84), 19(0.78), 22(0.93), 24(0.87), 25(0.76), 27(0.83), 29(0.94), 33(0.92), 34(0.84), 36(0.79), 38(0.85), 40(0.93), 43(0.71), 44(0.83), 46(0.96), 48(0.79), 51(0.90), 52(0.99), 54(0.75), 56(0.86), 58(0.80), 60(0.99), 62(0.82), 65(0.73), 66(0.87), 69(0.88), 70(0.74), 73(0.99), 74(0.89)
T2446: 2(0.93), 3(0.94), 5(0.74), 7(0.76), 9(0.98), 11(0.82), 13(0.85), 15(0.74), 17(0.90), 19(0.82), 22(0.72), 24(0.75), 25(0.72), 27(0.94), 29(0.72), 33(0.83), 34(0.89), 36(0.87), 38(0.82), 40(0.95), 42(0.96), 44(0.96), 46(0.82), 48(0.77), 50(0.96), 52(0.93), 54(0.99), 56(0.81), 58(0.86), 60(0.87), 62(0.79), 65(0.74), 66(0.92), 69(0.97), 70(0.74), 73(0.91), 74(0.99)
T2447: 2(0.75), 3(0.95), 5(0.81), 7(0.82), 9(0.76), 11(0.72), 13(0.76), 15(0.84), 17(0.74), 19(0.93), 22(1.00), 24(0.81), 25(0.77), 27(0.94), 29(0.85), 33(0.89), 34(0.88), 36(0.98), 38(0.83), 40(0.79), 43(0.94), 44(0.77), 46(0.75), 48(0.72), 50(0.75), 52(0.80), 54(0.94), 56(0.78), 58(0.82), 60(0.83), 62(0.98), 65(0.78), 66(0.92), 69(0.94), 70(0.79), 73(0.93), 74(0.87)
T2448: 2(0.84), 3(0.94), 5(0.77), 7(0.88), 9(0.97), 11(0.86), 13(1.00), 15(0.94), 17(0.92), 19(0.99), 22(0.72), 23(0.81), 25(0.82), 27(0.88), 29(0.79), 33(0.88), 34(0.71), 36(0.90), 38(0.97), 40(0.71), 42(0.73), 44(0.79), 46(0.84), 48(0.71), 51(0.71), 52(0.82), 54(0.99), 56(0.85), 58(0.77), 60(0.93), 62(0.95), 64(0.78), 67(0.78), 69(0.93), 70(0.92), 73(0.85), 74(0.96)
T2449: 2(0.90), 3(0.73), 6(0.77), 7(0.81), 9(0.81), 11(0.99), 13(0.79), 15(0.78), 17(0.73), 19(0.94), 22(0.94), 23(0.98), 25(0.73), 27(0.93), 29(0.94), 33(0.97), 35(0.87), 36(0.72), 38(0.86), 40(0.75), 43(0.71), 44(0.80), 46(0.81), 48(0.86), 51(0.79), 52(0.94), 54(0.94), 56(0.83), 58(0.89), 60(0.82), 62(0.98), 65(0.94), 67(0.90), 69(0.72), 70(0.87), 73(0.73), 74(0.71)
T2450: 2(0.94), 3(0.74), 5(0.76), 7(0.98), 9(0.90), 11(0.89), 13(0.83), 15(0.86), 17(0.93), 19(0.75), 22(0.96), 23(0.99), 25(0.79), 27(0.95), 29(0.87), 33(0.87), 34(0.88), 36(0.76), 38(0.81), 40(0.79), 42(0.78), 44(0.79), 46(0.85), 48(0.96), 50(0.72), 52(0.82), 54(0.72), 56(0.73), 58(0.98), 60(0.76), 62(0.88), 64(0.94), 67(0.95), 69(0.73), 70(0.73), 73(0.79), 74(0.99)
T2451: 2(0.80), 3(0.96), 6(0.81), 7(0.76), 9(0.94), 11(0.81), 13(0.95), 15(0.92), 17(0.83), 19(0.97), 22(0.73), 23(0.77), 25(0.96), 27(0.75), 29(0.91), 33(0.85), 35(0.76), 36(0.88), 38(0.90), 40(0.94), 43(0.99), 44(0.73), 46(0.78), 48(0.80), 50(0.83), 52(0.89), 54(0.90), 56(0.88), 58(0.99), 60(0.82), 62(0.79), 65(0.91), 67(0.90), 69(0.87), 70(0.98), 73(0.77), 74(0.83)
T2452: 2(0.72), 3(0.77), 5(0.83), 7(0.71), 9(0.81), 11(0.94), 13(0.81), 16(0.80), 17(0.81), 19(0.92), 22(0.83), 23(0.93), 25(0.94), 27(0.89), 29(0.99), 33(0.83), 34(0.81), 36(0.77), 38(0.96), 40(0.75), 42(0.90), 44(0.92), 46(0.77), 48(0.79), 50(0.92), 52(0.97), 54(0.88), 56(0.92), 58(0.74), 60(0.90), 62(0.74), 64(0.77), 67(0.72), 69(0.98), 70(0.83), 73(0.86), 74(0.94)
T2453: 2(0.70), 3(0.84), 6(0.74), 7(0.77), 9(0.73), 11(0.81), 13(0.79), 15(0.87), 17(0.99), 19(0.82), 22(0.92), 24(0.90), 25(0.95), 27(0.88), 29(0.70), 33(0.72), 35(0.83), 36(0.86), 38(0.72), 40(0.94), 42(0.71), 44(0.77), 46(0.76), 48(0.78), 50(0.74), 52(0.93), 54(0.83), 56(0.79), 58(0.91), 60(0.79), 62(0.73), 64(0.89), 66(0.87), 68(0.81), 70(0.74), 72(0.94), 74(0.75)
